-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
std::enable_if<!(false), void>::type internal::gemvx...         0.00%       0.000us         0.00%       0.000us       0.000us      25.576ms         1.27%      25.576ms       8.413us           0 B           0 B           0 B           0 B          3040  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us      20.597ms         1.02%      20.597ms       6.996us           0 B           0 B           0 B           0 B          2944  
                                 _C::fused_add_rms_norm         1.21%      39.793ms         2.44%      80.411ms      13.088us      14.657ms         0.73%      14.657ms       2.386us           0 B           0 B           0 B           0 B          6144  
std::enable_if<(((8)>(0)))&&vllm::_typeConvert<c10::...         0.00%       0.000us         0.00%       0.000us       0.000us      14.657ms         0.73%      14.657ms       2.386us           0 B           0 B           0 B           0 B          6144  
void flash::flash_fwd_splitkv_combine_kernel<Flash_f...         0.00%       0.000us         0.00%       0.000us       0.000us      11.263ms         0.56%      11.263ms       3.826us           0 B           0 B           0 B           0 B          2944  
void tensorrt_llm::kernels::cutlass_kernels::finaliz...         0.00%       0.000us         0.00%       0.000us       0.000us       9.689ms         0.48%       9.689ms       3.154us           0 B           0 B           0 B           0 B          3072  
                                   _C::rotary_embedding         0.62%      20.451ms         1.30%      42.968ms      13.987us       8.201ms         0.41%       8.206ms       2.671us           0 B           0 B           0 B           0 B          3072  
void vllm::rotary_embedding_kernel<c10::BFloat16, c1...         0.00%       0.000us         0.00%       0.000us       0.000us       8.201ms         0.41%       8.201ms       2.670us           0 B           0 B           0 B           0 B          3072  
                                            aten::copy_         1.29%      42.656ms         3.40%     112.035ms      14.286us       7.707ms         0.38%       7.711ms       0.983us           0 B           0 B           0 B           0 B          7842  
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       6.477ms         0.32%       6.477ms       1.028us           0 B           0 B           0 B           0 B          6300  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us       6.036ms         0.30%       6.036ms      47.156us           0 B           0 B           0 B           0 B           128  
                  _C_cache_ops::reshape_and_cache_flash         0.64%      21.084ms         1.35%      44.530ms      14.496us       5.727ms         0.28%       5.727ms       1.864us           0 B           0 B           0 B           0 B          3072  
void vllm::reshape_and_cache_flash_kernel<__nv_bfloa...         0.00%       0.000us         0.00%       0.000us       0.000us       5.727ms         0.28%       5.727ms       1.864us           0 B           0 B           0 B           0 B          3072  
void tensorrt_llm::kernels::cutlass_kernels::expandI...         0.00%       0.000us         0.00%       0.000us       0.000us       4.796ms         0.24%       4.796ms       1.561us           0 B           0 B           0 B           0 B          3072  
                                   _moe_C::topk_softmax         0.46%      15.172ms         1.29%      42.370ms      13.792us       4.545ms         0.23%       4.545ms       1.479us           0 B           0 B           0 B           0 B          3072  
void vllm::moe::topkGating<8, 8, 4, 16, 32, int, __n...         0.00%       0.000us         0.00%       0.000us       0.000us       4.545ms         0.23%       4.545ms       1.479us           0 B           0 B           0 B           0 B          3072  
void cutlass::Kernel2<cutlass_80_tensorop_bf16_s1681...         0.00%       0.000us         0.00%       0.000us       0.000us       4.162ms         0.21%       4.162ms      32.513us           0 B           0 B           0 B           0 B           128  
void tensorrt_llm::kernels::cutlass_kernels::fusedBu...         0.00%       0.000us         0.00%       0.000us       0.000us       3.491ms         0.17%       3.491ms       1.186us           0 B           0 B           0 B           0 B          2944  
void flash::flash_fwd_splitkv_kernel<Flash_fwd_kerne...         0.00%       0.000us         0.00%       0.000us       0.000us       2.044ms         0.10%       2.044ms      15.970us           0 B           0 B           0 B           0 B           128  
                                  cudaStreamIsCapturing         0.01%     472.579us         0.01%     472.579us       0.445us     996.655us         0.05%     996.655us       0.938us           0 B           0 B           0 B           0 B          1063  
                                Activity Buffer Request         0.38%      12.596ms         0.44%      14.598ms       1.825ms     907.921us         0.05%       2.511ms     313.885us           0 B           0 B       8.00 KB    -101.50 KB             8  
                                            aten::index         0.08%       2.743ms         0.19%       6.417ms      33.421us     739.599us         0.04%     914.195us       4.761us           0 B           0 B     818.00 KB     770.00 KB           192  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     654.378us         0.03%     654.378us       1.363us           0 B           0 B           0 B           0 B           480  
                                           aten::argmax         0.03%     959.902us         0.04%       1.477ms      15.381us     640.394us         0.03%     640.394us       6.671us           0 B           0 B      48.00 KB      48.00 KB            96  
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     640.394us         0.03%     640.394us       6.671us           0 B           0 B           0 B           0 B            96  
                                   cudaEventSynchronize         6.18%     203.860ms         6.18%     203.860ms       1.067ms     530.761us         0.03%     530.761us       2.779us           0 B           0 B           0 B           0 B           191  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     525.892us         0.03%     525.892us       5.478us           0 B           0 B           0 B           0 B            96  
                               cudaEventRecordWithFlags         0.01%     229.458us         0.01%     229.458us       1.189us     505.289us         0.03%     505.289us       2.618us           0 B           0 B           0 B           0 B           193  
                                        cudaEventRecord         0.01%     284.748us         0.01%     284.748us       1.483us     504.936us         0.03%     504.936us       2.630us           0 B           0 B           0 B           0 B           192  
                                    cudaStreamWaitEvent         0.00%     100.035us         0.00%     100.035us       1.042us     470.023us         0.02%     470.023us       4.896us           0 B           0 B           0 B           0 B            96  
                                       cuLaunchKernelEx         0.02%     631.639us         0.07%       2.276ms      23.711us     458.312us         0.02%     458.312us       4.774us           0 B           0 B           0 B           0 B            96  
void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_...         0.00%       0.000us         0.00%       0.000us       0.000us     299.909us         0.01%     299.909us       2.343us           0 B           0 B           0 B           0 B           128  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     223.779us         0.01%     223.779us       2.331us           0 B           0 B           0 B           0 B            96  
                                              aten::add         0.05%       1.565ms         0.08%       2.672ms       9.279us     223.532us         0.01%     225.676us       0.784us           0 B           0 B     102.00 KB     102.00 KB           288  
                                 aten::_index_put_impl_         0.04%       1.191ms         0.29%       9.579ms      99.783us     216.515us         0.01%     470.982us       4.906us           0 B           0 B           0 B     -96.00 KB            96  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     216.515us         0.01%     216.515us       2.255us           0 B           0 B           0 B           0 B            96  
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     215.653us         0.01%     215.653us       0.318us           0 B           0 B           0 B           0 B           678  
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     213.707us         0.01%     213.707us       2.226us           0 B           0 B           0 B           0 B            96  
void cublasLt::splitKreduce_kernel<32, 16, int, __nv...         0.00%       0.000us         0.00%       0.000us       0.000us     210.597us         0.01%     210.597us       1.645us           0 B           0 B           0 B           0 B           128  
                                           _C::rms_norm         0.02%     599.292us         0.04%       1.223ms      12.743us     192.768us         0.01%     192.768us       2.008us           0 B           0 B           0 B           0 B            96  
void vllm::rms_norm_kernel<c10::BFloat16, 8, 2>(c10:...         0.00%       0.000us         0.00%       0.000us       0.000us     192.768us         0.01%     192.768us       2.008us           0 B           0 B           0 B           0 B            96  
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     191.494us         0.01%     191.494us       1.995us           0 B           0 B           0 B           0 B            96  
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us     184.267us         0.01%     184.267us       0.720us           0 B           0 B           0 B           0 B           256  
void tensorrt_llm::kernels::cutlass_kernels::fusedBu...         0.00%       0.000us         0.00%       0.000us       0.000us     160.772us         0.01%     160.772us       1.256us           0 B           0 B           0 B           0 B           128  
                                     aten::index_select         0.03%     906.267us         0.06%       2.054ms      10.699us     131.427us         0.01%     138.211us       0.720us           0 B           0 B       8.72 MB           0 B           192  
void at::native::(anonymous namespace)::indexSelectS...         0.00%       0.000us         0.00%       0.000us       0.000us     131.427us         0.01%     131.427us       1.429us           0 B           0 B           0 B           0 B            92  
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us     112.262us         0.01%     112.262us       1.169us           0 B           0 B           0 B           0 B            96  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     111.270us         0.01%     111.270us       1.159us           0 B           0 B           0 B           0 B            96  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      99.269us         0.00%      99.269us       1.034us           0 B           0 B           0 B           0 B            96  
                                              aten::sub         0.03%     927.573us         0.05%       1.631ms      16.986us      85.221us         0.00%      86.117us       0.897us           0 B           0 B      48.00 KB      48.00 KB            96  
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      85.221us         0.00%      85.221us       0.888us           0 B           0 B           0 B           0 B            96  
                                            aten::fill_         0.04%       1.265ms         0.07%       2.375ms       4.123us      73.471us         0.00%      73.471us       0.128us           0 B           0 B           0 B           0 B           576  
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      73.471us         0.00%      73.471us       0.765us           0 B           0 B           0 B           0 B            96  
                                    Command Buffer Full         0.24%       7.778ms         0.24%       7.778ms       1.945ms      69.056us         0.00%      69.056us      17.264us           0 B           0 B           0 B           0 B             4  
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us      36.926us         0.00%      36.926us       0.385us           0 B           0 B           0 B           0 B            96  
                                  Lazy Function Loading         0.01%     396.528us         0.01%     396.528us      39.653us      35.744us         0.00%      35.744us       3.574us           0 B           0 B           0 B           0 B            10  
                       Runtime Triggered Module Loading         3.70%     121.954ms         3.70%     121.954ms      60.977ms      18.560us         0.00%      18.560us       9.280us           0 B           0 B           0 B           0 B             2  
                                           aten::gather         0.00%      52.229us         0.00%      88.028us      22.007us       6.784us         0.00%       6.784us       1.696us           0 B           0 B           0 B           0 B             4  
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us       6.784us         0.00%       6.784us       1.696us           0 B           0 B           0 B           0 B             4  
                                           Buffer Flush         0.02%     542.067us         0.02%     552.917us      92.153us       1.665us         0.00%       1.665us       0.278us           0 B           0 B     -26.00 KB     -26.00 KB             6  
                 execute_context_1(256)_generation_0(0)         8.67%     285.930ms        12.73%     419.626ms     104.907ms       0.000us         0.00%     428.898ms     107.225ms           0 B          -4 B       8.28 MB      -1.26 GB             4  
                                            aten::empty         3.88%     127.966ms         3.88%     127.994ms       2.980us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       6.43 GB       6.43 GB         42946  
                                          cudaHostAlloc         0.00%      59.694us         0.00%      59.694us      19.898us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3  
                                               aten::to         0.06%       1.834ms         0.64%      21.128ms       5.113us       0.000us         0.00%       1.018ms       0.246us           0 B           0 B      12.01 MB           0 B          4132  
                                       aten::lift_fresh         0.00%      56.455us         0.00%      56.455us       0.195us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           290  
                                          aten::detach_         0.00%       0.711us         0.00%       0.711us       0.355us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2  
                                         aten::_to_copy         0.05%       1.769ms         0.59%      19.293ms      25.056us       0.000us         0.00%       1.018ms       1.322us           0 B           0 B      12.01 MB           0 B           770  
                                    aten::empty_strided         1.18%      38.778ms         1.18%      38.955ms       3.952us       0.000us         0.00%       0.000us       0.000us           0 B           0 B     315.51 MB     315.51 MB          9858  
                                        cudaMemcpyAsync         1.80%      59.488ms         1.80%      59.488ms       8.409us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          7074  
                                         cudaEventQuery         0.00%     145.323us         0.00%     145.323us       1.483us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            98  
                                            aten::slice         0.70%      22.987ms         0.92%      30.419ms       1.348us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         22563  
                                       aten::as_strided         0.94%      31.140ms         0.94%      31.140ms       0.451us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         69067  
                                          aten::flatten         0.07%       2.155ms         0.07%       2.397ms       0.384us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          6240  
                                             aten::view         0.76%      25.048ms         0.76%      25.048ms       0.508us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         49348  
                                           aten::detach         0.01%     171.827us         0.01%     171.827us       0.895us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           192  
                                     aten::resolve_conj         0.00%      54.304us         0.00%      54.304us       0.189us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           287  
                                      aten::resolve_neg         0.00%      27.504us         0.00%      27.504us       0.096us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B           287  
                                       cudaLaunchKernel         6.70%     220.765ms         7.00%     230.846ms       6.570us       0.000us         0.00%      35.968us       0.001us           0 B           0 B           0 B           0 B         35136  
                                          aten::reshape         0.61%      20.106ms         0.89%      29.379ms       1.605us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         18304  
                                               aten::lt         0.01%     395.906us         0.01%     395.906us       4.124us       0.000us         0.00%       0.000us       0.000us          96 B          96 B           0 B           0 B            96  
                                        aten::embedding         0.00%     122.958us         0.06%       2.018ms      21.022us       0.000us         0.00%     138.211us       1.440us           0 B           0 B       8.72 MB           0 B            96  
                                          aten::resize_         0.01%     275.896us         0.01%     275.896us       2.874us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       8.72 MB       8.72 MB            96  
                                           aten::expand         0.34%      11.267ms         0.43%      14.172ms       1.537us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          9220  
                                           aten::linear         0.57%      18.662ms         9.42%     310.445ms      33.338us       0.000us         0.00%     202.956ms      21.795us           0 B           0 B     833.30 MB           0 B          9312  
                                                aten::t         0.55%      18.196ms         1.14%      37.513ms       4.028us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          9312  
                                        aten::transpose         0.52%      17.206ms         0.85%      27.874ms       1.834us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         15200  
                                           aten::matmul         0.43%      14.228ms         7.71%     254.271ms      27.306us       0.000us         0.00%     202.956ms      21.795us           0 B           0 B     833.30 MB           0 B          9312  
                                 cudaDeviceGetAttribute         0.18%       5.788ms         0.18%       5.788ms       0.374us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B         15488  
                                        cudaMemsetAsync         0.04%       1.466ms         0.13%       4.233ms      16.533us       0.000us         0.00%      66.560us       0.260us           0 B           0 B           0 B           0 B           256  
                                         cuLaunchKernel         0.61%      20.237ms         0.61%      20.237ms       6.081us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          3328  
                                 aten::split_with_sizes         0.26%       8.451ms         0.34%      11.173ms       3.637us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B          3072  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 3.297s
Self CUDA time total: 2.011s

